34339,3072,1.65
34339,3073,4.73
34339,3074,3.71
34339,3075,4.37
34339,2052,1.32
34339,3076,4.44
34339,3078,3.92
34339,3079,1.55
34339,3080,4.63
34339,3081,3.86
34339,3082,4.41
34339,1036,1.47
34339,3084,3.73
34339,3085,3.69
34339,3086,3.97
34339,1039,4.44
34339,1040,1.53
34339,3088,4.61
34339,3089,4.35
34339,3091,4.66
34339,3092,2.09
34339,3093,3.91
34339,3095,3.67
34339,3096,4.51
34339,1049,1.75
34339,3098,3.92
34339,3099,3.79
34339,3100,3.68
34339,3101,4.31
34339,2078,1.32
34339,3102,3.62
34339,3103,2.09
34339,3104,4.16
34339,3105,2.91
34339,3106,3.74
34339,3107,3.72
34339,3108,3.86
34339,3110,4.31
34339,3111,4.58
34339,3112,1.62
34339,3113,3.88
34339,1066,1.38
34339,3115,3.88
34339,1068,1.93
34339,3116,3.67
34339,1069,2.25
34339,3117,3.62
34339,3118,1.17
34339,3119,4.12
34339,3120,4.36
34339,2097,1.68
34339,3121,4.45
34339,3122,3.86
34339,3124,3.72
34339,3125,3.79
34339,3126,1.18
34339,1079,1.45
34339,3127,3.93
34339,3128,3.97
34339,1082,1.35
34339,3130,4.8
34339,3131,3.64
34339,3132,3.85
34339,1085,1.3
34339,2109,3.98
34339,3133,4.51
34339,3134,4.39
34339,2111,1.13
34339,3135,4.68
34339,3136,3.73
34339,3137,3.85
34339,3138,3.77
34339,1091,4.35
34339,3139,3.81
34339,3140,3.68
34339,3141,4.64
34339,3142,3.64
34339,3144,3.67
34339,3146,4.12
34339,3148,4.77
34339,3149,4.76
34339,3150,1.86
34339,3151,3.9
34339,3152,3.89
34339,1105,1.74
34339,3153,4.66
34339,1109,1.1
34339,3157,3.97
34339,3158,4.62
34339,3159,4.46
34339,3160,4.47
34339,3161,4.68
34339,3162,3.98
34339,3163,3.69
34339,1116,4.17
34339,3165,1.18
34339,3166,3.85
34339,2143,1.54
34339,3167,3.96
34339,3169,1.04
34339,1122,1.5
34339,3170,4.47
34339,2147,3.84
34339,3171,4.6
34339,3172,3.75
34339,3173,3.77
34339,3174,4.66
34339,3175,4.1
34339,3178,1.79
34339,3179,4.28
34339,2156,1.71
34339,3181,2.09
34339,3182,3.99
34339,3183,3.9
34339,3184,3.64
34339,3186,4.0
34339,1139,1.64
